User,Message,Decryption Time (s),Encryption Time (s),Ciphertext
Jano,Hello everyone,0.0045279000187292695,0.0009968280792236328,781a505aea4c792e5417f3f9a629541270a20bf23d8eac019a2ed06f6d43d93829f844f01627b811c519be658bca3aa710f0e2d0ff502ac15ac5585305e1ff3c4593e7388973a676c7d562615d5328dab0696b76ed4a955f59e17ea9ade3a1ea0e88848d676f19157876cf119ac7178be1fe2c46f44115e31aeb31272c28f4b7b2d869df2e4886780f969a9687aac6c9c4d5be8fd35bbad33dca8f21e0f4385e2844306a1df902f699e114af55a7f8dc571443a158ca7d0c2a072982d1ab6348a6e887c832f247fce9e0e0cdd49642e8fa083b31493d110d7bb729e1702cd5ffbc6a52f421c549062c61e5a95dc0af917215f8d24e188b46f5ddc8f6e991a68f
Jano,Hello and welcom,0.004251200007274747,0.0009965896606445312,1dadb9ce776e83562e209a8e257dfa537fd2d7d1510c3faf2a3f2369807b694ac9b79cf71643d4a907e94c175254133fe221c570207475da3b448d354cc4867705bde7e244edaad759c5f759996281347bc5fc2146e08c3f311b8c49ba0391fa0171f430aae3e5fbbba62fc36b54725a7773adc5bbe92a9f9793fffb59c71918d845194567d2209c608ae88d2d6ee116c7a869034848e40371483b0cb39b4cfd2c274e62e1240c97586cb537dde9f9b7136fe541af3c63789e79d62867b54293fd3e1cfc9f4520942a456491ad8da83deb8dfe04537777ef49284020b0a7e4f41e3fae0f40be64a1b92bc2383ff63387bb271ee0c22e2ce2d0cd5abdc4951bf3
Jano,To our SMS Simulator with encryption and decryption,0.004641599953174591,0.0009963512420654297,a3bc6b10e21a22999c0d2a84453664a4135121287bddd5d672cc5f9cfe3e90fb87307176c7675a34a161ad264aac928a3b081968392ce0bf2692a54ca37e3a45d7c7b2a8adebecfacdfb543357d1b405cd9b1d6a55170456e8692227adb4e0d8f2ac9efd52ae63c8b555791dffdecfddccf11d0f7808b6001387d8882febf28b2bcaadaedb65367b02ed1fc5acf7f9247d636b2dbfb6851f227ae9a3a621d365b1578a127f36319691d48b8537fabdc60dbf011ecfdf0a3603f7af09280ac84e4c0d1c0b3dfa3e5ddb900db9141379a92bc40ddd24487762c7b6295a0c8bb11bc9274116034fbc56f80e93093065289bf3d7853403ed67aed6648bf907c863b0
Jano,This is a test,0.00468169990926981,0.0009970664978027344,1d4a785dc7f04c738406e76919e636302f4d74bab23554dabc27e657bc7fcbf4d609b73925c027df15aac96ff9cf6d4b413901b1f34a845ccbeb3ac12353ecb91ccb664560d94c012bc0904dd7bff4baaacbf4578d162a3e8c8b3d9ea0c5a4529b4a044a68190eef22e8b33f7405adc6f8db735cf0e7b43194f1539b565bf22ee5c386b3c57fd4b3567abee7c9625d30172cf7afab6dedaf15c337a779e4e48b9e681aded1710b3d5d43876f846aeccb5cee54d27ea11baa89b56b5c2b0b3b5079dcb3de7d0bc89682c27e77aad258183aaa954e480ef1498b556860359d6df7c547ba2ff777de5ca9938d4d7df613af273a85363f8b48c7abd44d1225f59939
